offbody_position_global_accuracy,verification_macro_auc,verification_macro_eer,offbody_deviceid_per_position_macro_acc,device_id_onbody_accuracy,device_id_offbody_accuracy,onbody_movement_global_accuracy,mixed_baseline_accuracy,mixed_robust_accuracy,mixed_leaky_accuracy,hierarchical_overall_accuracy,hierarchical_scenario_accuracy,hierarchical_onbody_position_accuracy,hierarchical_offbody_device_accuracy,hierarchical_offbody_position_accuracy
0.19636963696369636,0.5014962266156462,0.49957341269841277,0.31111400849611903,0.8988235294117647,0.21946564885496184,0.6741344195519349,1.0,1.0,1.0,,,,,
