result_run_id,task,model,used_grouped_split,n_train,n_test,n_classes,accuracy,f1_weighted,ece_uncalibrated,ece_temp_scaled_best,ece_temp_scaled_best_T,roc_auc,eer,tau_eer,tau_fpr_1pct,tau_fpr_5pct,logo_accuracy_mean,logo_accuracy_std,logo_folds,logo_total_groups,logo_folds_skipped,chance_baseline,badge_task,badge_fingerprint_removed_pre_feature,badge_group_by,badge_balance_by,badge_n_samples,badge_has_session
mixed_scenario_leaky_1758477441,mixed_scenario_leaky,rf,False,3793,949,2,1.0,1.0,0.02730593607305942,0.011401213995203135,0.7,1.0,0.0,0.6033333333333334,0.20666666666666667,0.14666666666666667,,,,,,0.5,mixed_scenario_leaky,False,,"['dvc', 'pos_label']",4742,False
