fpr,tpr,threshold
0.0,0.0,inf
0.0,0.09795918367346938,1.0
0.0,0.2,0.9966666666666667
0.0,0.2510204081632653,0.9933333333333333
0.0,0.29183673469387755,0.99
0.0,0.3346938775510204,0.9866666666666667
0.0,0.3653061224489796,0.9833333333333333
0.0,0.40408163265306124,0.98
0.0,0.42857142857142855,0.9766666666666667
0.0,0.45102040816326533,0.9733333333333334
0.0,0.45714285714285713,0.97
0.0,0.46530612244897956,0.9666666666666667
0.0,0.4816326530612245,0.9633333333333334
0.0,0.5102040816326531,0.96
0.0,0.5346938775510204,0.9566666666666667
0.0,0.5428571428571428,0.9533333333333334
0.0,0.5510204081632653,0.9466666666666667
0.0,0.5591836734693878,0.9433333333333334
0.0,0.5612244897959183,0.9366666666666666
0.0,0.5816326530612245,0.9266666666666666
0.0,0.6,0.9233333333333333
0.0,0.610204081632653,0.92
0.0,0.6244897959183674,0.9166666666666666
0.0,0.6428571428571429,0.9066666666666666
0.0,0.6530612244897959,0.9033333333333333
0.0,0.673469387755102,0.9
0.0,0.6857142857142857,0.8933333333333333
0.0,0.7,0.89
0.0,0.7081632653061225,0.8866666666666667
0.0,0.7204081632653061,0.8833333333333333
0.0,0.736734693877551,0.8766666666666667
0.0,0.7408163265306122,0.8733333333333333
0.0,0.7510204081632653,0.87
0.0,0.7653061224489796,0.8666666666666667
0.0,0.7673469387755102,0.8633333333333333
0.0,0.7755102040816326,0.86
0.0,0.7816326530612245,0.8566666666666667
0.0,0.7918367346938775,0.8533333333333334
0.0,0.7979591836734694,0.85
0.0,0.8081632653061225,0.8466666666666667
0.0,0.8122448979591836,0.8433333333333334
0.0,0.826530612244898,0.84
0.0,0.8306122448979592,0.8366666666666667
0.0,0.8367346938775511,0.8333333333333334
0.0,0.8448979591836735,0.83
0.0,0.8489795918367347,0.8266666666666667
0.0,0.8510204081632653,0.8233333333333334
0.0,0.8551020408163266,0.82
0.0,0.8571428571428571,0.8166666666666667
0.0,0.8612244897959184,0.8133333333333334
0.0,0.8775510204081632,0.8033333333333333
0.0,0.8816326530612245,0.8
0.0,0.8836734693877552,0.7966666666666666
0.0,0.9020408163265307,0.79
0.0,0.9061224489795918,0.7833333333333333
0.0,0.9081632653061225,0.78
0.0,0.9142857142857143,0.7766666666666666
0.0,0.9204081632653062,0.7666666666666667
0.0,0.926530612244898,0.7633333333333333
0.0,0.9306122448979591,0.76
0.0,0.9326530612244898,0.7566666666666667
0.0,0.9489795918367347,0.7333333333333333
0.0,0.9530612244897959,0.7233333333333334
0.0,0.9612244897959183,0.6966666666666667
0.0,0.9673469387755103,0.6733333333333333
0.0,0.9714285714285714,0.67
0.0,0.9959183673469387,0.55
0.0,1.0,0.5366666666666666
0.006644518272425249,1.0,0.24666666666666667
0.009966777408637873,1.0,0.23
0.013289036544850499,1.0,0.20666666666666667
0.016611295681063124,1.0,0.20333333333333334
0.02159468438538206,1.0,0.18333333333333332
0.02823920265780731,1.0,0.18
0.029900332225913623,1.0,0.17666666666666667
0.03322259136212625,1.0,0.17333333333333334
0.03488372093023256,1.0,0.16333333333333333
0.044850498338870434,1.0,0.15
0.046511627906976744,1.0,0.14
0.05149501661129568,1.0,0.13666666666666666
0.059800664451827246,1.0,0.13333333333333333
0.06312292358803986,1.0,0.13
0.06478405315614617,1.0,0.12666666666666668
0.07807308970099668,1.0,0.12
0.07973421926910298,1.0,0.11666666666666667
0.08970099667774087,1.0,0.10666666666666667
0.09634551495016612,1.0,0.10333333333333333
0.11129568106312292,1.0,0.1
0.11794019933554817,1.0,0.09666666666666666
0.1212624584717608,1.0,0.09333333333333334
0.132890365448505,1.0,0.09
0.14285714285714285,1.0,0.08333333333333333
0.15448504983388706,1.0,0.08
0.1744186046511628,1.0,0.07333333333333333
0.18604651162790697,1.0,0.07
0.19269102990033224,1.0,0.06666666666666667
0.2009966777408638,1.0,0.06333333333333334
0.21096345514950166,1.0,0.06
0.21926910299003322,1.0,0.056666666666666664
0.23255813953488372,1.0,0.05333333333333334
0.24750830564784054,1.0,0.05
0.2558139534883721,1.0,0.04666666666666667
0.27408637873754155,1.0,0.043333333333333335
0.2857142857142857,1.0,0.04
0.3106312292358804,1.0,0.03666666666666667
0.33056478405315615,1.0,0.03333333333333333
0.34717607973421927,1.0,0.03
0.3754152823920266,1.0,0.02666666666666667
0.39867109634551495,1.0,0.023333333333333334
0.4335548172757475,1.0,0.02
0.46511627906976744,1.0,0.016666666666666666
0.53156146179402,1.0,0.013333333333333334
0.5913621262458472,1.0,0.01
0.6810631229235881,1.0,0.006666666666666667
0.8122923588039868,1.0,0.0033333333333333335
1.0,1.0,0.0
