result_run_id,task,model,used_grouped_split,n_train,n_test,n_classes,accuracy,f1_weighted,ece_uncalibrated,ece_temp_scaled_best,ece_temp_scaled_best_T,roc_auc,eer,tau_eer,tau_fpr_1pct,tau_fpr_5pct,logo_accuracy_mean,logo_accuracy_std,logo_folds,logo_total_groups,logo_folds_skipped,chance_baseline,badge_task,badge_fingerprint_removed_pre_feature,badge_group_by,badge_balance_by,badge_n_samples,badge_has_session
mixed_scenario_baseline_1758477416,mixed_scenario_baseline,rf,True,3650,1092,2,1.0,1.0,0.045821123321123265,0.02295140325622861,0.7,1.0,0.0,0.5733333333333334,0.21666666666666667,0.14,1.0,0.0,13,13,0,0.5,mixed_scenario_baseline,False,dvc,"['dvc', 'pos_label']",4742,False
